facility_id,facility_name,source_dataset,facility_type_main,facility_type_sub,sigungu,dong,address,lat,lon,phone,homepage,operation_hours,closed_days,indoor_outdoor,fee_free_yn,parking_available_yn,nursing_room_yn,stroller_rental_yn,kids_zone_yn,age_target,theme_play_yn,theme_edu_yn,theme_nature_yn
,장미공원,임산부나들이,자연,어린이공원,광진구,,서울특별시 광진구 구의동 66-65 국민은행구의동지점,37.5362728,127.0901418,,,,,야외,,,,,,,,,
,푸른동산공원,임산부나들이,자연,어린이공원,광진구,,서울특별시 광진구 구의동 66-65 국민은행구의동지점,37.5429034,127.0911933,,,,,야외,,,,,,,,,
,구둘공원,임산부나들이,자연,어린이공원,광진구,,서울특별시 광진구 구의동 66-65 국민은행구의동지점,37.5481208,127.0921708,,,,,야외,,,,,,,,,
,산마루공원,임산부나들이,자연,어린이공원,광진구,,서울특별시 광진구 구의동 66-65 국민은행구의동지점,37.55507,127.095143,,,,,야외,,,,,,,,,
,구의공원,임산부나들이,자연,어린이공원,광진구,,서울특별시 광진구 구의동 66-65 국민은행구의동지점,37.53650324,127.0947414,,,,,야외,,,,,,,,,
,명성공원,임산부나들이,자연,어린이공원,광진구,,서울특별시 광진구 구의동 66-65 국민은행구의동지점,37.541424,127.0867221,,,,,야외,,,,,,,,,
,푸른소공원,임산부나들이,자연,소공원,양천구,,서울특별시 양천구 신정동 1296 신정동 아이파크,35.093015,129.046409,,,,,야외,,,,,,,,,
,하늘소공원,임산부나들이,자연,소공원,서대문구,,서울특별시 서대문구 홍은동 397-23 홍은동다세대,35.09206305,129.049227,,,,,야외,,,,,,,,,
,신작 어린이공원,임산부나들이,자연,어린이공원,마포구,,서울특별시 마포구 합정동 414-18 합정동주상복합건물,37.026563,127.109632,,,,,야외,,,,,,,,,
,마루공원,임산부나들이,자연,소공원,중구,,서울특별시 중구 신당동 85-47 신당동 K47빌딩,36.3211885,127.462454,,,,,야외,,,,,,,,,
,신흥공원,임산부나들이,자연,문화공원,송파구,,서울특별시 송파구 신천동 11-2 신천동천주교회,36.32423927,127.4452746,,,,,야외,,,,,,,,,
,해오라기,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 공릉동 339-6 기업은행 공릉동지점,37.62562133,127.0761765,,,,,야외,,,,,,,,,
,햇  빛,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.67163547,127.0802081,,,,,야외,,,,,,,,,
,햇 살,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,37.6268416,127.0509709,,,,,야외,,,,,,,,,
,호돌이,임산부나들이,자연,어린이공원,양천구,,서울특별시 양천구 신정동 1296 신정동 아이파크,37.670404,127.0527266,,,,,야외,,,,,,,,,
,효  성,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 공릉동 339-6 기업은행 공릉동지점,37.621233,127.0877533,,,,,야외,,,,,,,,,
,월계 롯데캐슬 옆,임산부나들이,자연,기타,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,37.6267847,127.0473737,,,,,야외,,,,,,,,,
,불암초,임산부나들이,자연,기타,노원구,,서울특별시 노원구 중계동 586 중계동건영아파트,37.65078442,127.0806018,,,,,야외,,,,,,,,,
,불암소공원,임산부나들이,자연,기타,노원구,,서울특별시 노원구 중계동 586 중계동건영아파트,37.6583522,127.070025,,,,,야외,,,,,,,,,
,노원골 만남의광장,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6746143,127.0594044,,,,,야외,,,,,,,,,
,천상병공원,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6743328,127.0570198,,,,,야외,,,,,,,,,
,비콘과대망사이,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6766918,127.0577699,,,,,야외,,,,,,,,,
,중계1동 소공원,임산부나들이,자연,기타,노원구,,서울특별시 노원구 중계동 586 중계동건영아파트,37.6499424,127.069119,,,,,야외,,,,,,,,,
,소방파출소,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6588071,127.0662972,,,,,야외,,,,,,,,,
,순복음교회 뒤,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6558384,127.0666435,,,,,야외,,,,,,,,,
,순복음 목재소,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6562311,127.065035,,,,,야외,,,,,,,,,
,상계2동 마을숲,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6568074,127.0676377,,,,,야외,,,,,,,,,
,현대 초입,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6664414,127.0801387,,,,,야외,,,,,,,,,
,간촌 인근,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6630139,127.071878,,,,,야외,,,,,,,,,
,상계초,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 690-2 흥안에너지,37.6591731,127.0638398,,,,,야외,,,,,,,,,
,계상초 인근,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6618373,127.0651416,,,,,야외,,,,,,,,,
,석계역문화공원,임산부나들이,자연,기타,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,37.61496111,127.0645525,,,,,야외,,,,,,,,,
,공릉가로공원,임산부나들이,자연,기타,노원구,,서울특별시 노원구 공릉동 339-6 기업은행 공릉동지점,37.61768123,127.076266,,,,,야외,,,,,,,,,
,상계 5,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6635348,127.0693311,,,,,야외,,,,,,,,,
,한천가로공원,임산부나들이,자연,기타,노원구,,서울특별시 노원구 공릉동 339-6 기업은행 공릉동지점,37.6243086,127.07055,,,,,야외,,,,,,,,,
,우이천가로공원,임산부나들이,자연,기타,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,37.6257112,127.0470189,,,,,야외,,,,,,,,,
,월계2동쌈지(신화연립),임산부나들이,자연,기타,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,37.6324586,127.0427144,,,,,야외,,,,,,,,,
,월계2동쌈지(신우빌라),임산부나들이,자연,기타,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,37.62906629,127.0457593,,,,,야외,,,,,,,,,
,중계본동 보호수 근처,임산부나들이,자연,기타,노원구,중계동,서울특별시 노원구 중계동 586 중계동건영아파트,37.6464965,127.080867,,,,,야외,,,,,,,,,
,원암유치원,임산부나들이,자연,기타,노원구,중계동,서울특별시 노원구 중계동 586 중계동건영아파트,37.649804,127.084306,,,,,야외,,,,,,,,,
,상계5동 쌈지마당,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6620195,127.0687727,,,,,야외,,,,,,,,,
,상계5동 간촌마을 가로공원,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6661168,127.0658531,,,,,야외,,,,,,,,,
,힐링숲,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6613963,127.0653931,,,,,야외,,,,,,,,,
,해바라기,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 하계동 275 하계동청구빌라,37.63463264,127.0709591,,,,,야외,,,,,,,,,
,둔촌공원,임산부나들이,자연,어린이공원,강동구,,서울특별시 강동구 둔촌동 79-23 둔촌동후성누리,37.531437,127.143288,,,,,야외,,,,,,,,,
,암사동공원,임산부나들이,자연,소공원,강동구,,서울특별시 강동구 암사동 462-8 암사동 삼성베스트빌,37.54888077,127.1233123,,,,,야외,,,,,,,,,
,솔말소공원,임산부나들이,자연,근린공원,강동구,,서울특별시 강동구 암사동 462-8 암사동 삼성베스트빌,37.556493,127.139147,,,,,야외,,,,,,,,,
,솜다래공원,임산부나들이,자연,근린공원,강동구,,서울특별시 강동구 암사동 462-8 암사동 삼성베스트빌,37.553691,127.141229,,,,,야외,,,,,,,,,
,암사공원,임산부나들이,자연,근린공원,강동구,,서울특별시 강동구 암사동 462-8 암사동 삼성베스트빌,37.5565294,127.1417157,,,,,야외,,,,,,,,,
,천일공원,임산부나들이,자연,어린이공원,강동구,,서울특별시 강동구 천호동 425-6 서울천호동우체국,37.54498878,127.1362629,,,,,야외,,,,,,,,,
,당말공원,임산부나들이,자연,어린이공원,강동구,,서울특별시 강동구 천호동 425-6 서울천호동우체국,37.53912769,127.133246,,,,,야외,,,,,,,,,
,꽃보라공원,임산부나들이,자연,어린이공원,강동구,,서울특별시 강동구 강일동 678-2 서울강일동우체국,37.565352,127.175724,,,,,야외,,,,,,,,,
,윤슬공원,임산부나들이,자연,어린이공원,강동구,,서울특별시 강동구 강일동 678-2 서울강일동우체국,37.562677,127.177545,,,,,야외,,,,,,,,,
,나루공원,임산부나들이,자연,어린이공원,강동구,,서울특별시 강동구 천호동 425-6 서울천호동우체국,37.547038,127.123604,,,,,야외,,,,,,,,,
,강일공원,임산부나들이,자연,근린공원,강동구,,서울특별시 강동구 강일동 678-2 서울강일동우체국,37.569526,127.1744407,,,,,야외,,,,,,,,,
,암사공원,임산부나들이,자연,어린이공원,강동구,,서울특별시 강동구 암사동 462-8 암사동 삼성베스트빌,37.552756,127.137981,,,,,야외,,,,,,,,,
,강덕공원,임산부나들이,자연,근린공원,강동구,,서울특별시 강동구 강일동 678-2 서울강일동우체국,37.558585,127.174682,,,,,야외,,,,,,,,,
,감나무골공원,임산부나들이,자연,어린이공원,종로구,,서울특별시 종로구 평창동 412-1 평창동다가구,35.54703798,129.424391,,,,,야외,,,,,,,,,
,30호 어린이공원(고덕국제화지구  율포리),임산부나들이,자연,어린이공원,강동구,,서울특별시 강동구 고덕동 177 고덕동천주교회,37.014959,127.091348,,,,,야외,,,,,,,,,
,달맞이,임산부나들이,자연,어린이공원,성동구,,서울특별시 성동구 금호동4가 173-9 금호동교회,35.106545,126.905473,,,,,야외,,,,,,,,,
,꿈나무,임산부나들이,자연,어린이공원,동작구,,서울특별시 동작구 상도동 324-15 상도동 빌딩,35.10561807,126.8768267,,,,,야외,,,,,,,,,
,월계4,임산부나들이,자연,역사공원,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,35.21356424,126.8425399,,,,,야외,,,,,,,,,
,외홈어린이공원,임산부나들이,자연,어린이공원,중구,,서울특별시 중구 명동2가 33-2 우리은행 명동지점,35.40912814,129.1668212,,,,,야외,,,,,,,,,
,상계 1,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6764803,127.0528561,,,,,야외,,,,,,,,,
,상계 3,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6661136,127.0779886,,,,,야외,,,,,,,,,
,공릉2(산업대앞),임산부나들이,자연,기타,노원구,,서울특별시 노원구 공릉동 339-6 기업은행 공릉동지점,37.6305209,127.0733564,,,,,야외,,,,,,,,,
,쌈지마당,임산부나들이,자연,기타,노원구,,서울특별시 노원구 중계동 586 중계동건영아파트,37.64418344,127.0879447,,,,,야외,,,,,,,,,
,"우체국 옆(엠코, 태릉입구 5번 출구)",임산부나들이,자연,기타,노원구,,서울특별시 노원구 공릉동 339-6 기업은행 공릉동지점,37.6182161,127.075912,,,,,야외,,,,,,,,,
,노원역 역사문화마당,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 700 한국전력공사 노원도봉지사,37.6544716,127.0558664,,,,,야외,,,,,,,,,
,양지마을마당,임산부나들이,자연,기타,노원구,,서울특별시 노원구 중계동 586 중계동건영아파트,37.6504711,127.0687971,,,,,야외,,,,,,,,,
,공릉3동소공원,임산부나들이,자연,기타,노원구,,서울특별시 노원구 공릉동 339-6 기업은행 공릉동지점,37.62766279,127.0696059,,,,,야외,,,,,,,,,
,주민소통공간,임산부나들이,자연,기타,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.6628034,127.0713304,,,,,야외,,,,,,,,,
,성북역,임산부나들이,자연,기타,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,37.62315543,127.0591881,,,,,야외,,,,,,,,,
,산성미소지움 앞,임산부나들이,자연,기타,노원구,,서울특별시 노원구 공릉동 339-6 기업은행 공릉동지점,37.62128712,127.0833787,,,,,야외,,,,,,,,,
,우남아파트 앞,임산부나들이,자연,기타,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,37.61555409,127.0673699,,,,,야외,,,,,,,,,
,석계역 굴다리,임산부나들이,자연,기타,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,37.614357,127.063579,,,,,야외,,,,,,,,,
,월계 현대아파트앞,임산부나들이,자연,기타,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,37.6172252,127.0625387,,,,,야외,,,,,,,,,
,배미 어린이공원,임산부나들이,자연,어린이공원,마포구,,서울특별시 마포구 합정동 414-18 합정동주상복합건물,37.065532,127.043825,,,,,야외,,,,,,,,,
,금남,임산부나들이,자연,소공원,성동구,,서울특별시 성동구 금호동3가 350-1,36.378841,127.302541,,,,,야외,,,,,,,,,
,으뜸,임산부나들이,자연,어린이공원,강북구,,서울특별시 강북구 미아동 317-5 신한은행미아동지점,36.371305,127.304552,,,,,야외,,,,,,,,,
,샛별,임산부나들이,자연,어린이공원,동작구,,서울특별시 동작구 사당동 1018-30 사당동성당,36.61720256,127.5085615,,,,,야외,,,,,,,,,
,훈련원공원,임산부나들이,자연,근린공원,중구,,서울특별시 중구 을지로5가 274-13,37.56922545,127.0053319,,,,,야외,,,,,,,,,
,응봉근린공원,임산부나들이,자연,근린공원,중구,신당동,서울 중구 신당동 산 2-6,37.56251273,127.0250052,,,,,야외,,,,,,,,,
,무학봉공원,임산부나들이,자연,근린공원,중구,,서울특별시 중구 신당동 85-47 신당동 K47빌딩,37.56251273,127.0250052,,,,,야외,,,,,,,,,
,저동1소공원,임산부나들이,자연,소공원,중구,을지로2가,서울 중구 을지로2가 203-1,37.56595598,126.9896256,,,,,야외,,,,,,,,,
,저동2소공원,임산부나들이,자연,소공원,중구,을지로2가,서울 중구 을지로2가 203-4,37.56526144,126.9888661,,,,,야외,,,,,,,,,
,저동3소공원,임산부나들이,자연,소공원,중구,을지로2가,서울 중구 을지로2가 203-2,37.56563762,126.9890554,,,,,야외,,,,,,,,,
,신사무궁화공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 신사동 523-4 신사동씨티빌,37.524131,127.0319138,,,,,야외,,,,,,,,,
,신사까치공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 신사동 597-4,37.52342193,127.029229,,,,,야외,,,,,,,,,
,신사개나리공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 신사동 523-4 신사동씨티빌,37.52567303,127.029443,,,,,야외,,,,,,,,,
,압구정목련공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 압구정동 458 압구정동주민센터,37.53268534,127.0322088,,,,,야외,,,,,,,,,
,압구정은행나무공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 압구정동 458 압구정동주민센터,37.53072221,127.0314438,,,,,야외,,,,,,,,,
,삼성목련공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 삼성동 188 삼성동센트럴아이파크,37.518515,127.0538884,,,,,야외,,,,,,,,,
,삼성까치공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 삼성동 188 삼성동센트럴아이파크,37.51841744,127.0605431,,,,,야외,,,,,,,,,
,청담은행나무공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 청담동 91-12 청담동JS 빌딩,37.525154,127.0442417,,,,,야외,,,,,,,,,
,청담목련공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 청담동 91-12 청담동JS 빌딩,37.52300518,127.0498445,,,,,야외,,,,,,,,,
,도곡까치공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 도곡동 202 도곡동 상지카일룸,37.483326,127.0451093,,,,,야외,,,,,,,,,
,도곡목련공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 도곡동 202 도곡동 상지카일룸,37.484915,127.0443053,,,,,야외,,,,,,,,,
,역삼장미공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 역삼동 839-5 역삼동 839-5 공동주택,37.495327,127.0447331,,,,,야외,,,,,,,,,
,역삼까치공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 역삼동 839-5 역삼동 839-5 공동주택,37.4972618,127.0307401,,,,,야외,,,,,,,,,
,역삼무궁화공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 역삼동 839-5 역삼동 839-5 공동주택,37.493835,127.032209,,,,,야외,,,,,,,,,
,역삼개나리공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 역삼동 839-5 역삼동 839-5 공동주택,37.497571,127.0362551,,,,,야외,,,,,,,,,
,역삼소나무공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 역삼동 839-5 역삼동 839-5 공동주택,37.49099783,127.0336992,,,,,야외,,,,,,,,,
,역삼은행나무공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 역삼동 839-5 역삼동 839-5 공동주택,37.505409,127.0312225,,,,,야외,,,,,,,,,
,대치목련공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 대치동 2-7 대치동 주유소,37.49982553,127.0581713,,,,,야외,,,,,,,,,
,대치까치공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 대치동 2-7 대치동 주유소,37.496941,127.059198,,,,,야외,,,,,,,,,
,대치은행나무공원,임산부나들이,자연,어린이공원,강남구,,서울특별시 강남구 대치동 2-7 대치동 주유소,37.501649,127.0515319,,,,,야외,,,,,,,,,
,돌곶이,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,37.61932035,127.0583381,,,,,야외,,,,,,,,,
,두루미,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.66649572,127.0523447,,,,,야외,,,,,,,,,
,들국화,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 중계동 586 중계동건영아파트,37.64282684,127.0612846,,,,,야외,,,,,,,,,
,등나무,임산부나들이,자연,문화공원,노원구,,서울특별시 노원구 중계동 586 중계동건영아파트,37.64066045,127.0668656,,,,,야외,,,,,,,,,
,마들,임산부나들이,자연,체육공원,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.64487286,127.0583049,,,,,야외,,,,,,,,,
,마실소공원,임산부나들이,자연,소공원,노원구,,서울특별시 노원구 공릉동 339-6 기업은행 공릉동지점,37.626791,127.085353,,,,,야외,,,,,,,,,
,매  봉,임산부나들이,자연,어린이공원,노원구,월계동,서울특별시 노원구 월계동 320-6,37.63323384,127.059006,,,,,야외,,,,,,,,,
,목  련,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 하계동 275 하계동청구빌라,37.636208,127.074429,,,,,야외,,,,,,,,,
,물보라,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.65052082,127.0673497,,,,,야외,,,,,,,,,
,민들레,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.66165211,127.056156,,,,,야외,,,,,,,,,
,반  디,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.66165211,127.0561247,,,,,야외,,,,,,,,,
,배  꽃,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 공릉동 339-6 기업은행 공릉동지점,37.62632478,127.0924943,,,,,야외,,,,,,,,,
,백  합,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 중계동 586 중계동건영아파트,37.64617746,127.06966,,,,,야외,,,,,,,,,
,벼  루,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 월계동 372-3 월계동성당,37.61923977,127.0565452,,,,,야외,,,,,,,,,
,벼루말,임산부나들이,자연,소공원,노원구,,서울특별시 노원구 월계동 949 꿈의숲 SK뷰 아파트,37.62200512,127.0531737,,,,,야외,,,,,,,,,
,벽  운,임산부나들이,자연,근린공원,노원구,,서울특별시 노원구 상계동 1266-1,37.68028549,127.0571649,,,,,야외,,,,,,,,,
,별  빛,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 공릉동 339-6 기업은행 공릉동지점,37.619274,127.072555,,,,,야외,,,,,,,,,
,봉숭아,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.66045209,127.0701063,,,,,야외,,,,,,,,,
,불  암,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.66595919,127.0800937,,,,,야외,,,,,,,,,
,비둘기,임산부나들이,자연,어린이공원,동작구,,서울특별시 동작구 상도1동 357-1 네오하우스,37.62992285,127.0689401,,,,,야외,,,,,,,,,
,비석골,임산부나들이,자연,근린공원,노원구,,서울특별시 노원구 월계동 820 아시아퍼시픽 국제학교,37.63120699,127.0502962,,,,,야외,,,,,,,,,
,뻐꾸기,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 하계동 275 하계동청구빌라,37.64344507,127.0733372,,,,,야외,,,,,,,,,
,사  랑,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.64771001,127.0600193,,,,,야외,,,,,,,,,
,산철쭉,임산부나들이,자연,어린이공원,노원구,,서울특별시 노원구 상계동 401-18 상계동 힐탑하우스,37.67070821,127.055779,,,,,야외,,,,,,,,,
,수변공원 10호(고덕국제화지구 율포리),임산부나들이,자연,수변공원,강동구,,서울특별시 강동구 고덕동 177 고덕동천주교회,37.042043,127.044785,,,,,야외,,,,,,,,,
,수변공원 12호(고덕국제화지구 율포리),임산부나들이,자연,수변공원,강동구,,서울특별시 강동구 고덕동 177 고덕동천주교회,37.04237,127.043867,,,,,야외,,,,,,,,,
,수변공원 14호(고덕국제화지구  율포리),임산부나들이,자연,수변공원,강동구,,서울특별시 강동구 고덕동 177 고덕동천주교회,37.0499,127.043385,,,,,야외,,,,,,,,,
,수변공원 8호(고덕국제화지구 율포리),임산부나들이,자연,수변공원,강동구,,서울특별시 강동구 고덕동 177 고덕동천주교회,37.041322,127.042695,,,,,야외,,,,,,,,,
,마루공원,임산부나들이,자연,어린이공원,중구,,서울특별시 중구 신당동 85-47 신당동 K47빌딩,35.57580937,129.3195768,,,,,야외,,,,,,,,,
,황새어린이공원,임산부나들이,자연,어린이공원,중구,,서울특별시 중구 명동2가 33-2 우리은행 명동지점,35.40778353,129.1690005,,,,,야외,,,,,,,,,
,큰골근린공원,임산부나들이,자연,근린공원,강남구,,서울특별시 강남구 대치동 2-7 대치동 주유소,35.41161583,129.1822946,,,,,야외,,,,,,,,,
,중앙근린공원,임산부나들이,자연,근린공원,서대문구,,서울특별시 서대문구 북가좌동 456 북가좌동 휴먼빌아파트,35.41003004,129.1747204,,,,,야외,,,,,,,,,
,무궁화공원,임산부나들이,자연,어린이공원,광진구,,서울특별시 광진구 자양동 59-24 자양동 59-24 제2종근린,35.565135,129.2668652,,,,,야외,,,,,,,,,
,평창공원,임산부나들이,자연,근린공원,종로구,,서울특별시 종로구 평창동 412-1 평창동다가구,37.37249302,128.4046945,,,,,야외,,,,,,,,,
,오정공원,임산부나들이,자연,어린이공원,중구,,서울특별시 중구 신당동 85-47 신당동 K47빌딩,35.834749,127.0605874,,,,,야외,,,,,,,,,
,명동어린이공원,임산부나들이,자연,어린이공원,중구,,서울특별시 중구 명동2가 33-2 우리은행 명동지점,35.40542927,129.1702027,,,,,야외,,,,,,,,,
,장미공원,임산부나들이,자연,근린공원,광진구,,서울특별시 광진구 구의동 66-65 국민은행구의동지점,37.346966,127.930719,,,,,야외,,,,,,,,,
,쌍문1동,임산부나들이,자연,기타,도봉구,쌍문동,서울 도봉구 쌍문동 490-27,37.6545297,127.0163509,,,,,야외,,,,,,,,,
,창5동,임산부나들이,자연,기타,도봉구,창동,서울 도봉구 창동 700-87,37.6520013,127.0387085,,,,,야외,,,,,,,,,
,도봉2동,임산부나들이,자연,기타,도봉구,도봉동,서울 도봉구 도봉동 630-1,37.6768238,127.0490433,,,,,야외,,,,,,,,,
,방학1동,임산부나들이,자연,기타,도봉구,방학동,서울 도봉구 방학동 265-4,37.661482,127.0371404,,,,,야외,,,,,,,,,
,도봉1동(2),임산부나들이,자연,기타,도봉구,도봉동,서울 도봉구 도봉동 638-1,37.6862776,127.0408206,,,,,야외,,,,,,,,,
,쌍문4동(1),임산부나들이,자연,기타,도봉구,쌍문동,서울 도봉구 쌍문동 257-6,37.6569337,127.0280205,,,,,야외,,,,,,,,,
,쌍문4동(2),임산부나들이,자연,기타,도봉구,쌍문동,서울 도봉구 쌍문동 245-2,37.6590534,127.0287138,,,,,야외,,,,,,,,,
,쌍문2동,임산부나들이,자연,기타,도봉구,쌍문동,서울 도봉구 쌍문동 69-59,37.6553216,127.0347283,,,,,야외,,,,,,,,,
,발바닥공원,임산부나들이,자연,기타,도봉구,,서울특별시 도봉구 방학동 273 방학3동주민센터,37.6591413,127.0279921,,,,,야외,,,,,,,,,
,방학사계광장,임산부나들이,자연,기타,도봉구,방학동,서울 도봉구 방학동 678,37.6624333,127.0418448,,,,,야외,,,,,,,,,
,도봉산역 만남의광장,임산부나들이,자연,기타,도봉구,,서울특별시 도봉구 쌍문동 41-1,37.6882419,127.0467981,,,,,야외,,,,,,,,,
,창동 공원,임산부나들이,자연,기타,도봉구,창동,서울 도봉구 창동 181-38,37.6601682,127.045372,,,,,야외,,,,,,,,,
,방학동 공원,임산부나들이,자연,기타,도봉구,방학동,서울 도봉구 방학동 714-15,37.6644754,127.0454838,,,,,야외,,,,,,,,,
,방학3동 가로공원,임산부나들이,자연,기타,도봉구,방학동,서울 도봉구 방학동 443,37.6634352,127.0276147,,,,,야외,,,,,,,,,
,도봉마루공원,임산부나들이,자연,기타,도봉구,,서울특별시 도봉구 쌍문동 279-1 경모빌라,37.6877313,127.0439158,,,,,야외,,,,,,,,,
,한전변전소 자투리땅 휴게공원,임산부나들이,자연,기타,도봉구,,서울특별시 도봉구 쌍문동 346-3 도봉소방서 쌍문119안전센터,37.6482319,127.0268292,,,,,야외,,,,,,,,,
,원당샘공원,임산부나들이,자연,기타,도봉구,,서울특별시 도봉구 방학동 547 원당경로당,37.6607526,127.0220787,,,,,야외,,,,,,,,,
,도로개설잔여부 휴게공원,임산부나들이,자연,기타,도봉구,방학동,서울 도봉구 방학동 725-28,37.6611929,127.0505123,,,,,야외,,,,,,,,,
,뱃 골,임산부나들이,자연,어린이공원,도봉구,,서울특별시 도봉구 창동 367,37.6465834,127.0450164,,,,,야외,,,,,,,,,
,밤 골,임산부나들이,자연,어린이공원,도봉구,,서울특별시 도봉구 창동 368,37.6487859,127.0458545,,,,,야외,,,,,,,,,
,창 골,임산부나들이,자연,어린이공원,도봉구,창동,서울 도봉구 창동 381,37.6430752,127.0486262,,,,,야외,,,,,,,,,
,신 창,임산부나들이,자연,어린이공원,도봉구,창동,서울 도봉구 창동 449-103,37.6400636,127.040857,,,,,야외,,,,,,,,,
,장 미,임산부나들이,자연,어린이공원,도봉구,창동,서울 도봉구 창동 553-8,37.6381458,127.036365,,,,,야외,,,,,,,,,
,창고개,임산부나들이,자연,어린이공원,도봉구,창동,서울 도봉구 창동 608-5,37.6447409,127.0393257,,,,,야외,,,,,,,,,
